price,area,psf,kind,address,society,bhk,config,avail,date
50000000,2820,17731,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-24
10500000,725,14483,"Super built-up  Area
                    ",in Hiranandani Estate,Platinum Heritage,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
4500000,650,6923,"Super built-up  Area
                    ",in Kalyan (West),Vastusankalp Punyodaya Rio,1 BHK ,1 Bath,Possession in Dec  2019,2019-05-24
55500000,3400,16323,"Built-up  Area
                    ",in Sector 36 Seawoods,,3 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-24
18000000,1201,15000,"Carpet  Area
                    ",in Borivali (East),Rivali Park,3 BHK ,3 Baths,Possession in Dec  2019,2019-05-24
10700000,458.22,23350,"Carpet  Area
                    ",in Kanjur Marg (East),Aadi Allure,1 BHK ,1 Bath,Possession in Jun  2019,2019-05-24
14600000,626.89,23350,"Carpet  Area
                    ",in Kanjur Marg (East),Aadi Allure,2 BHK ,2 Baths,Possession in Jun  2019,2019-05-24
3825000,573.18,6673,"Carpet  Area
                    ",in Badlapur,Ganadhish Parshuram Plaza,2 BHK ,2 Baths,New Launch,2019-05-24
26000000,1084,24000,"Carpet  Area
                    ",in Chembur,Godrej Prime,3 BHK ,,Possession in May  2022,2019-05-24
4615000,650,7100,"Super built-up  Area
                    ",in Mira Road East,JP North,1 BHK ,1 Bath,Possession in Jan  2021,2019-05-24
10700000,661,16212,"Carpet  Area
                    ",in Thane West,Ashar Sapphire And Galleria,2 BHK ,2 Baths,Possession in May  2020,2019-05-24
14800000,927,16000,"Carpet  Area
                    ",in Thane West,Ashar Sapphire And Galleria,3 BHK ,3 Baths,Possession in Dec  2019,2019-05-24
10700000,660,16212,"Carpet  Area
                    ",in Thane West,Ashar Sapphire And Galleria,2 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
8277000,976,8481,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,2 BHK ,2 Baths,Ready To Move,2019-05-24
8277000,976,8481,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,2 BHK ,2 Baths,Ready To Move,2019-05-24
35000000,2000,17500,"Built-up  Area
                    ",in Marol,,4 BHK ,4 Baths,Ready To Move,2019-05-24
12500000,1600,7813,"Built-up  Area
                    ",in Kharghar,,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-24
14000000,700,20000,"Super built-up  Area
                    ",in Marol,Kanakia Sevens,1 BHK ,2 Baths,Ready To Move,2019-05-24
21000000,1050,20000,"Super built-up  Area
                    ",in Goregaon (East),Lalani Velentine Apartments,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-24
12500000,665,18797,"Super built-up  Area
                    ",in Marol,Sheth Vasant Oasis,1 BHK ,2 Baths,Ready To Move,2019-05-24
12200000,927.09,13135,"Carpet  Area
                    ",in Panvel,Godrej Woods,3 BHK ,3 Baths,Possession in Dec  2021,2019-05-24
10300000,785.98,13135,"Carpet  Area
                    ",in Panvel,Godrej Woods,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
7200000,1150,6261,"Super built-up  Area
                    ",in Kamothe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
13400000,503.54,26679,"Carpet  Area
                    ",in Nerul,Bhagwati Eminence,2 BHK ,2 Baths,Possession in Jun  2021,2019-05-24
6126000,652,9395,"Carpet  Area
                    ",in New Panvel,Marathon Nexzone,2 BHK ,2 Baths,Ready To Move,2019-05-24
19000000,1325,14340,"Built-up  Area
                    ",in Kandivali (East),Orchid Tower,3 BHK ,3 Baths,Ready To Move,2019-05-24
14200000,981.68,14475,"Carpet  Area
                    ",in Brahmand,Raunak Glory,3 BHK ,3 Baths,Ready To Move,2019-05-24
18800000,750,25000,"Carpet  Area
                    ",in Mulund (West),Transcon Tirumala Habitats,2 BHK ,2 Baths,Ready To Move,2019-05-24
26200000,1141,23000,"Carpet  Area
                    ",in Rajendra Nagar,Rustomjee Summit,3 BHK ,3 Baths,Possession in Dec  2021,2019-05-24
16700000,727,23000,"Carpet  Area
                    ",in Rajendra Nagar,Rustomjee Summit,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
5700000,380,15000,"Carpet  Area
                    ",in Dahisar (East),SK Imperial Heights,1 BHK ,1 Bath,Ready To Move,2019-05-24
19500000,866,22500,"Carpet  Area
                    ",in Goregaon (West),Sunteck City Avenue 1,2 BHK ,2 Baths,Possession in Mar  2020,2019-05-24
25500000,1700,15000,"Super built-up  Area
                    ",in Andheri (East),Rhythm Serenity Heights,3 BHK ,3 Baths,Possession in May  2020,2019-05-24
7798999,481,16215,"Carpet  Area
                    ",in Dahisar (East),SK Imperial Heights,2 BHK ,2 Baths,Ready To Move,2019-05-24
20700000,1010.95,20500,"Carpet  Area
                    ",in Malad (East),F Residences,3 BHK ,3 Baths,Possession in Jul  2021,2019-05-24
21000000,1010.95,20800,"Carpet  Area
                    ",in Malad (East),F Residences,3 BHK ,3 Baths,Possession in Jul  2021,2019-05-24
12200000,1300,9385,"Super built-up  Area
                    ",in Ulwe,Delta Tower,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
7500000,850,8823,"Super built-up  Area
                    ",in Mira Bhayandar,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
35000000,1520,23027,"Super built-up  Area
                    ",in Goregaon (West),Imperial Heights,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
8205000,565.86,14500,"Carpet  Area
                    ",in Ghodbunder Road,JVM Garden Court,2 BHK ,2 Baths,Ready To Move,2019-05-24
9322000,406.98,22906,"Carpet  Area
                    ",in Kandivali (East),Godrej Tranquil,1 BHK ,,Possession in Jun  2022,2019-05-24
9508000,545.41,17432,"Carpet  Area
                    ",in Hiranandani Estate,Bhoomi Acres,2 BHK ,2 Baths,Possession in Dec  2020,2019-05-24
9151000,581,15750,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,2 BHK ,,Possession in Dec  2020,2019-05-24
9300000,995,9347,"Super built-up  Area
                    ",in Mira Road East,Sanghvi Ecocity,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
4477000,494,None,"Carpet  Area
                    ",in Kalyan (East),Krishna Square,1 BHK ,,New Launch,2019-05-24
8100000,1000,8100,"Super built-up  Area
                    ",in Bevarly Park,Star Paradise,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
4961000,434,11431,"Carpet  Area
                    ",in Ghodbunder Road,Ace Homes,1 BHK ,1 Bath,Possession in Dec  2021,2019-05-24
6795000,581,11696,"Carpet  Area
                    ",in Ghodbunder Road,Ace Homes,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
8000000,890,8989,"Super built-up  Area
                    ",in Patlipada,Shree Satya Shankar Residency,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
19800000,689.21,28800,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,2 BHK ,,Possession in Oct  2019,2019-05-24
10800000,570,19000,"Carpet  Area
                    ",in Malad (East),Sethia Imperial Avenue,2 BHK ,,Possession in Dec  2022,2019-05-24
8800000,880,10000,"Built-up  Area
                    ",in Kasar vadavali,Rosa Gardenia,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
24700000,973,None,"Carpet  Area
                    ",in Kandivali (West),Siddha Seabrook,3 BHK ,,Possession in Dec  2021,2019-05-24
19000000,1070,17757,"Plot  Area
                    ",in Gorai 2,,,,Immediate Possession,2019-05-24
3800000,424,8963,"Carpet  Area
                    ",in Shilphata,Bhoomi Lawns,1 BHK ,2 Baths,Possession in Jun  2020,2019-05-24
11399999,599,19000,"Carpet  Area
                    ",in Jankalyan Nagar,Royal Oasis,2 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
8683000,457,19000,"Carpet  Area
                    ",in Jankalyan Nagar,Royal Oasis,1 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
32500000,800,40625,"Carpet  Area
                    ",in Mahalaxmi,Bellagio,2 BHK ,2 Baths,New Launch,2019-05-24
9567000,503.54,19000,"Carpet  Area
                    ",in JK Gram,Raymond Codename Beyond,2 BHK ,2 Baths,Possession in Mar  2024,2019-05-24
13300000,728,18270,"Carpet  Area
                    ",in Thane West,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
16000000,1527,10478,"Built-up  Area
                    ",in Kharghar,,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
ne,525,None,"Carpet  Area
                    ",in Malad (West),Dharti Pressidio,2 BHK ,2 Baths,Possession in Dec  2020,2019-05-24
ne,630.33,None,"Carpet  Area
                    ",in Malad (West),Sheth Irene,2 BHK ,2 Baths,Possession in Dec  2024,2019-05-24
5751000,745,7719,"Super built-up  Area
                    ",in Sector-18 Ulwe,Lakhani Royale,1 BHK ,,New Launch,2019-05-24
18000000,625,28800,"Super built-up  Area
                    ",in Andheri (West),,2 BHK ,2 Baths,Ready To Move,2019-05-24
11100000,1310,8474,"Super built-up  Area
                    ",in Ulwe,Delta Tower,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
15600000,1205,12947,"Super built-up  Area
                    ",in Jankalyan Nagar,Gurukrupa Marina Enclave,2 BHK ,2 Baths,Ready To Move,2019-05-24
32500000,1830,17760,"Super built-up  Area
                    ",in Thakur Village,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
12900000,465,27741,"Carpet  Area
                    ",in Powai,Srishti Harmony 3,1 BHK ,2 Baths,Ready To Move,2019-05-24
7500000,1000,7500,"Super built-up  Area
                    ",in Sector-5 Kharghar,Regency Park CHS,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
6450000,586.4,11000,"Carpet  Area
                    ",in Owale,JVM Tiara,2 BHK ,2 Baths,Possession in Mar  2023,2019-05-24
6805000,586.4,11604,"Carpet  Area
                    ",in Owale,JVM Tiara,2 BHK ,2 Baths,Possession in Mar  2023,2019-05-24
4000000,485.45,8240,"Carpet  Area
                    ",in Taloja,Siddhivinayak Riddhima,2 BHK ,,Possession in Dec  2023,2019-05-24
7900000,1020,7745,"Super built-up  Area
                    ",in Mira Bhayandar,Swagat Heights,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
4200000,504,8333,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,1 BHK ,,Ready To Move,2019-05-24
13600000,982,13846,"Carpet  Area
                    ",in Sector 11 Kharghar,United Emporio,3 BHK ,3 Baths,New Launch,2019-05-24
10300000,741,13846,"Carpet  Area
                    ",in Sector 11 Kharghar,United Emporio,2 BHK ,2 Baths,New Launch,2019-05-24
61000000,1820,33517,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Esquire,3 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-24
8000000,1055,7583,"Super built-up  Area
                    ",in Sector 17 Ulwe,Tulip Empire,2 BHK ,"2 Baths, 3+ Balconies",Possession in Jan  2021,2019-05-24
7661000,570,13441,"Super built-up  Area
                    ",in Kandivali (East),UK Iridium,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
9700000,1095,8859,"Super built-up  Area
                    ",in Sector-25 Khandeshhwar,Geomatrix Silver Crest,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
7900000,955,8273,"Super built-up  Area
                    ",in Mira Road East,Shree Pancham,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
17000000,941,18050,"Carpet  Area
                    ",in Goregaon (East),JE and VEE Om Trimurti,3 BHK ,,Possession in Dec  2022,2019-05-24
7000000,482,14523,"Carpet  Area
                    ",in Kharghar,Arihant Clan Aalishan, 1 RK ,1 Bath,New Launch,2019-05-24
62500000,1410,44327,"Built-up  Area
                    ",in Juhu,,3 BHK ,3 Baths,Ready To Move,2019-05-24
29000000,2100,13809,"Super built-up  Area
                    ",in Ghansoli,Satyam Imperial Heights,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
2496000,289,8637,"Carpet  Area
                    ",in Panvel,Wadhwa Wise City, 1 RK ,1 Bath,New Launch,2019-05-24
2525000,293,8617,"Carpet  Area
                    ",in Panvel,Wadhwa Wise City, 1 RK ,1 Bath,New Launch,2019-05-24
28500000,1416,20128,"Super built-up  Area
                    ",in Wadala East,Dosti Ambrosia,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
35000000,2700,12963,"Super built-up  Area
                    ",in Powai,Kanakia Codename Future,3 BHK ,"3 Baths, 3 Balconies",Possession in May  2024,2019-05-24
5940000,475.23,12500,"Carpet  Area
                    ",in Panvel,Indiabulls Park,1 BHK ,1 Bath,Possession in Jun  2023,2019-05-24
5700000,731,None,"Carpet  Area
                    ",in Dronagiri,Apex Landmark,2 BHK ,2 Baths,Possession in Mar  2021,2019-05-24
7711000,1377,5600,"Super built-up  Area
                    ",in Dombivli (East),Marathon Nextown,3 BHK ,3 Baths,Ready To Move,2019-05-24
29100000,995.02,29246,"Carpet  Area
                    ",in Powai,Lake Riviera,3 BHK ,,Possession in Jun  2022,2019-05-24
4400000,580,7586,"Carpet  Area
                    ",in Khopoli,Unimont Empire,2 BHK ,2 Baths,Possession in Jun  2022,2019-05-24
5256000,667.79,7871,"Carpet  Area
                    ",in Bhiwandi,Arihant City,2 BHK ,2 Baths,Ready To Move,2019-05-24
12600000,1311,9600,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,3 BHK ,3 Baths,Ready To Move,2019-05-24
11000000,1025.8,10732,"Carpet  Area
                    ",in Balkum,Piramal Vaikunth,1 BHK ,,Possession in Dec  2021,2019-05-24
9322000,406.98,22906,"Carpet  Area
                    ",in Kandivali (East),Godrej Tranquil,1 BHK ,,Possession in Jun  2022,2019-05-24
8979000,976,9200,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,2 BHK ,2 Baths,Ready To Move,2019-05-24
8979000,976,9200,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,2 BHK ,2 Baths,Ready To Move,2019-05-24
3504999,431.63,8121,"Carpet  Area
                    ",in Bhiwandi,Arihant City,1 BHK ,1 Bath,Ready To Move,2019-05-24
23500000,1000,23500,"Super built-up  Area
                    ",in Andheri (West),,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
23000000,1300,17693,"Super built-up  Area
                    ",in Ambedkar Nagar,Gundecha Heights,3 BHK ,3 Baths,Ready To Move,2019-05-24
10500000,1257,8354,"Super built-up  Area
                    ",in Kharghar,Adhiraj Capital City,3 BHK ,"2 Baths, 2 Balconies",Possession in Dec  2021,2019-05-24
5485000,357,15364,"Carpet  Area
                    ",in Dahisar (East),SK Imperial Heights,1 BHK ,1 Bath,Ready To Move,2019-05-24
15200000,736,20653,"Super built-up  Area
                    ",in Jankalyan Nagar,Gurukrupa Marina Enclave,2 BHK ,2 Baths,Ready To Move,2019-05-24
1718000,304,5650,"Carpet  Area
                    ",in Badlapur,Poddar Wondercity,1 BHK ,1 Bath,New Launch,2019-05-24
7581999,1115,6800,"Super built-up  Area
                    ",in Kamothe,Neelkanth Green,2 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
4100000,1100,3417,"Carpet  Area
                    ",in Themghar,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
32500000,1500,21667,"Built-up  Area
                    ",in Andheri (West),,2 BHK ,1 Bath,Ready To Move,2019-05-24
7350000,702,10470,"Carpet  Area
                    ",in Mira Road East,Kakad Paradise,2 BHK ,,Possession in Jun  2023,2019-05-24
7350000,702,10470,"Carpet  Area
                    ",in Mira Road East,Kakad Paradise,2 BHK ,,Possession in Jun  2023,2019-05-24
6200000,561,11051,"Carpet  Area
                    ",in Mira Road East,Kakad Paradise,1 BHK ,,Possession in Jun  2023,2019-05-24
7404000,554.34,13357,"Carpet  Area
                    ",in Mira Road East,RNA NG Silver Spring,2 BHK ,2 Baths,New Launch,2019-05-24
18700000,724.73,25828,"Carpet  Area
                    ",in Nerul,Bhagwati Eminence,3 BHK ,3 Baths,Possession in Jun  2021,2019-05-24
14000000,455.31,30700,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,1 BHK ,,Possession in Oct  2019,2019-05-24
5906000,424.4,13915,"Carpet  Area
                    ",in Mira Road East,RNA NG Silver Spring,1 BHK ,1 Bath,New Launch,2019-05-24
9114000,640.45,None,"Carpet  Area
                    ",in Mira Road East,Lodha Codename Bullseye,2 BHK ,2 Baths,Possession in Nov  2021,2019-05-24
7075000,485.67,None,"Carpet  Area
                    ",in Mira Road East,Lodha Codename Bullseye,1 BHK ,1 Bath,Possession in Nov  2021,2019-05-24
2800000,745,3758,"Built-up  Area
                    ",in Ambernath East,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-24
110000000,1745,63037,"Super built-up  Area
                    ",in Cuffe Parade,,3 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-24
2660000,532,5000,"Carpet  Area
                    ",in Neral,Tulsi Nisarg,2 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
3202000,414.3,7729,"Carpet  Area
                    ",in Badlapur,Godrej Vihaa,1 BHK ,,Possession in Jul  2021,2019-05-24
13000000,560.8,23164,"Carpet  Area
                    ",in Kandivali (East),Shapoorji Sarova,2 BHK ,2 Baths,New Launch,2019-05-24
8000000,700,11428,"Carpet  Area
                    ",in Kasar vadavali,Puraniks Hometown,2 BHK ,2 Baths,Ready To Move,2019-05-24
4979000,452.61,11000,"Carpet  Area
                    ",in Owale,JVM Tiara,1 BHK ,1 Bath,Possession in Mar  2023,2019-05-24
5007000,452.61,11062,"Carpet  Area
                    ",in Owale,JVM Tiara,1 BHK ,1 Bath,Possession in Mar  2023,2019-05-24
16500000,838.94,19689,"Carpet  Area
                    ",in Malad (East),Shiv Shakti Tower 28,3 BHK ,3 Baths,Possession in Jun  2021,2019-05-24
18500000,836.89,22130,"Carpet  Area
                    ",in Marol,Proxima Residences,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
18500000,671.67,27544,"Carpet  Area
                    ",in Powai,Kanakia Codename Future,2 BHK ,2 Baths,Possession in Jun  2024,2019-05-24
15000000,955,15750,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,3 BHK ,3 Baths,Possession in Dec  2020,2019-05-24
5000000,650,7692,"Built-up  Area
                    ",in Kharghar,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-24
28400000,1505.76,18847,"Carpet  Area
                    ",in Goregaon (West),Imperial Heights,4 BHK ,4 Baths,Possession in Jun  2019,2019-05-24
2117000,585,3619,"Built-up  Area
                    ",in Badlapur,Panvelkar Estate Greenford,1 BHK ,,Ready To Move,2019-05-24
67.93 L ,612,None,"Carpet  Area
                    ",in Panvel,Bhaveshwar Belleza,2 BHK ,,Possession in Dec  2022,2019-05-24
10000000,670,14925,"Carpet  Area
                    ",in Dahisar (East),SK Imperial Heights,3 BHK ,3 Baths,Ready To Move,2019-05-24
8200000,1026,7993,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
5980000,357,16751,"Carpet  Area
                    ",in Bhandup (West),Suyog Jeevan Anand,1 BHK ,,Possession in Dec  2020,2019-05-24
5557000,322,17258,"Super built-up  Area
                    ",in Bhandup (West),Marathon Neoskies,1 BHK ,1 Bath,Possession in Mar  2022,2019-05-24
6998999,1377,5083,"Super built-up  Area
                    ",in Dombivli (East),Marathon Nextown,3 BHK ,3 Baths,Ready To Move,2019-05-24
21000000,627,33493,"Carpet  Area
                    ",in Andheri (West),,2 BHK ,2 Baths,Ready To Move,2019-05-24
21500000,850,25295,"Super built-up  Area
                    ",in Wadala East,Dosti Acres,2 BHK ,2 Baths,Ready To Move,2019-05-24
5988000,640.45,None,"Carpet  Area
                    ",in Dombivli (East),Regency Anantam,2 BHK ,,Possession in Mar  2021,2019-05-24
5404000,524.42,10305,"Carpet  Area
                    ",in Dombivli (East),Runwal My City,2 BHK ,,Possession in Dec  2020,2019-05-24
5968000,640.45,None,"Carpet  Area
                    ",in Dombivli (East),Regency Anantam,2 BHK ,,Possession in Mar  2021,2019-05-24
5988000,640.45,None,"Carpet  Area
                    ",in Dombivli (East),Regency Anantam,2 BHK ,,Possession in Mar  2021,2019-05-24
5988000,640.45,None,"Carpet  Area
                    ",in Dombivli (East),Regency Anantam,2 BHK ,,Possession in Mar  2021,2019-05-24
5988000,640.45,None,"Carpet  Area
                    ",in Dombivli (East),Regency Anantam,2 BHK ,,Possession in Mar  2021,2019-05-24
9200000,1050,8761,"Built-up  Area
                    ",in Sector-35G Kharghar,Mahaavir Heritage,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
17200000,1635,10500,"Super built-up  Area
                    ",in Sector 11 Kharghar,Varsha Balaji Heritage,3 BHK ,3 Baths,Ready To Move,2019-05-24
3749000,441,8500,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,1 BHK ,1 Bath,Ready To Move,2019-05-24
13000000,955,13612,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,3 BHK ,3 Baths,Possession in Dec  2020,2019-05-24
8000000,581,13769,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,2 BHK ,,Possession in Dec  2020,2019-05-24
4194000,467,8980,"Carpet  Area
                    ",in Dombivli (East),Lodha Codename Prime Square,1 BHK ,1 Bath,New Launch,2019-05-24
6023000,870,6923,"Super built-up  Area
                    ",in Kalyan (West),Vastusankalp Punyodaya Rio,2 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
8986000,607.19,14800,"Carpet  Area
                    ",in Ghodbunder Road,Dynamix Parkwoods,2 BHK ,2 Baths,Ready To Move,2019-05-24
12100000,817.09,14800,"Carpet  Area
                    ",in Ghodbunder Road,Dynamix Parkwoods,3 BHK ,3 Baths,Ready To Move,2019-05-24
56000000,2450,22857,"Super built-up  Area
                    ",in 4 Bunglows,Adani Western Heights,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
3308000,390.94,8461,"Carpet  Area
                    ",in Panvel,Wadhwa Wise City,1 BHK ,1 Bath,New Launch,2019-05-24
3450000,400,8625,"Carpet  Area
                    ",in Panvel,Wadhwa Wise City,1 BHK ,1 Bath,New Launch,2019-05-24
3449000,390.19,8840,"Carpet  Area
                    ",in Panvel,Wadhwa Wise City,1 BHK ,1 Bath,New Launch,2019-05-24
31000000,1255,24701,"Carpet  Area
                    ",in Goregaon (East),DB Woods,3 BHK ,3 Baths,Ready To Move,2019-05-24
9500000,900,10555,"Super built-up  Area
                    ",in kavesar,,2 BHK ,2 Baths,Ready To Move,2019-05-24
20800000,1125,18500,"Carpet  Area
                    ",in Airoli,Sunteck Signia Waterfront,3 BHK ,,Possession in Apr  2021,2019-05-24
11900000,1070.3,11111,"Carpet  Area
                    ",in Panvel,Indiabulls Park,3 BHK ,3 Baths,Possession in Jun  2023,2019-05-24
7134000,602.02,11850,"Carpet  Area
                    ",in Panvel,Indiabulls Park,2 BHK ,2 Baths,Possession in Jun  2023,2019-05-24
11700000,1340,8716,"Super built-up  Area
                    ",in Kharghar,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
6500000,635,10236,"Carpet  Area
                    ",in Kalyan (West),Guru Atman,2 BHK ,2 Baths,Ready To Move,2019-05-24
6615000,635,10417,"Carpet  Area
                    ",in Kalyan (West),Guru Atman,2 BHK ,2 Baths,Ready To Move,2019-05-24
8104000,930.43,8710,"Carpet  Area
                    ",in Kalyan (West),Tata Amantra,3 BHK ,3 Baths,Ready To Move,2019-05-24
5904000,655.52,9007,"Carpet  Area
                    ",in Kalyan (West),Tata Amantra,2 BHK ,2 Baths,Ready To Move,2019-05-24
8600000,1050,8191,"Super built-up  Area
                    ",in Sector 35I Kharghar,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
39500000,1940,20360,"Super built-up  Area
                    ",in 4 Bunglows,HDIL Metropolis Residences,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
3749000,441,8500,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,1 BHK ,1 Bath,Ready To Move,2019-05-24
25099999,1100,22818,"Super built-up  Area
                    ",in Mindspace,Rustomjee Elanza,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
6500000,575,11305,"Super built-up  Area
                    ",in Sector 13 Sanpada,Appa Apartment,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-24
8000000,756,10582,"Built-up  Area
                    ",in Majiwada,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-24
11000000,458.22,24004,"Carpet  Area
                    ",in Kanjur Marg (East),Aadi Allure,1 BHK ,1 Bath,Possession in Jun  2019,2019-05-24
14700000,626.9,23491,"Carpet  Area
                    ",in Kanjur Marg (East),Aadi Allure,2 BHK ,2 Baths,Possession in Jun  2019,2019-05-24
6000000,357,16807,"Carpet  Area
                    ",in Bhandup (West),Suyog Jeevan Anand,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
22500000,1290,17442,"Super built-up  Area
                    ",in Thakur Village,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
90000000,4400,20455,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Esquire,6 BHK ,"6 Baths, 3+ Balconies",Ready To Move,2019-05-24
6800000,900,7556,"Built-up  Area
                    ",in Kalyan (West),Guru Atman,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
11800000,523.13,22600,"Carpet  Area
                    ",in Goregaon (West),Sunteck City Avenue 2,1 BHK ,1 Bath,Possession in Apr  2021,2019-05-24
9752000,424,23000,"Carpet  Area
                    ",in Vikhroli (West),Blumen,1 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
13899999,603,23000,"Carpet  Area
                    ",in Vikhroli (West),Blumen,2 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
66000000,1370,48176,"Super built-up  Area
                    ",in Cuffe Parade,Satnam Apartment,3 BHK ,3 Baths,Ready To Move,2019-05-24
12600000,1311,9600,"Super built-up  Area
                    ",in Majiwada,Rustomjee Urbania,3 BHK ,3 Baths,Ready To Move,2019-05-24
6468000,417.32,15500,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
19900000,770,25844,"Carpet  Area
                    ",in LBS Marg,,2 BHK ,2 Baths,Ready To Move,2019-05-24
15600000,1200,13000,"Super built-up  Area
                    ",in Sakinaka,Gundecha Asta,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
12200000,704,17262,"Carpet  Area
                    ",in Pokhran-2,Cosmos Horizon,2 BHK ,2 Baths,Possession in Dec  2023,2019-05-24
16299999,1206,13516,"Super built-up  Area
                    ",in Manpada,Kalpataru Hills,3 BHK ,3 Baths,Ready To Move,2019-05-24
5143000,935,5500,"Super built-up  Area
                    ",in Kalyan (West),Ashapura Neelkanth Shrushti,2 BHK ,2 Baths,Ready To Move,2019-05-24
26900000,1084,24815,"Carpet  Area
                    ",in Chembur,Godrej Prime,3 BHK ,,Possession in May  2022,2019-05-24
9316000,402.68,23134,"Carpet  Area
                    ",in Kandivali (East),Shapoorji Sarova,1 BHK ,1 Bath,New Launch,2019-05-24
9279000,406.98,22800,"Carpet  Area
                    ",in Kandivali (East),Godrej Tranquil,1 BHK ,,Possession in Jun  2022,2019-05-24
12000000,430.23,28000,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,1 BHK ,1 Bath,Possession in Oct  2019,2019-05-24
