price,area,psf,kind,address,society,bhk,config,avail,date
3650000,340,10736,"Built-up  Area
                    ",in Kandivali (West),, 1 RK ,1 Bath,Ready To Move,2019-05-12
28500000,1740,16380,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
14500000,1450,10000,"Super built-up  Area
                    ",in Kharghar,Tricity Pristine,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
13799999,1500,9200,"Super built-up  Area
                    ",in Kharghar,Nisarg Sai Residency,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
6500000,575,11304,"Built-up  Area
                    ",in Majiwada,,1 BHK ,1 Bath,Ready To Move,2019-05-12
17300000,1115,15516,"Super built-up  Area
                    ",in Marol,Lok Raunak,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
16500000,1615,10217,"Super built-up  Area
                    ",in Sector 34C Kharghar,Siddharth Geetanjali Sujay,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
7500000,775,9677,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
18500000,1175,15745,"Super built-up  Area
                    ",in Goregaon (East),Riddhi Gardens CHS,3 BHK ,3 Baths,Ready To Move,2019-05-12
9000000,1028,8754,"Super built-up  Area
                    ",in Ghodbunder Road,Puraniks Rumah Bali,2 BHK ,2 Baths,Ready To Move,2019-05-12
2817000,675,4174,"Super built-up  Area
                    ",in Virar West,Laxmi Avenue D Global City,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
2819000,675,4176,"Super built-up  Area
                    ",in Virar West,Laxmi Avenue D Global City,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
8000000,686,11661,"Super built-up  Area
                    ",in Airoli,Kumkum Corner,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
17500000,1750,10000,"Super built-up  Area
                    ",in Sector-35D Kharghar,Vishwa Hans,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
9200000,555,16577,"Carpet  Area
                    ",in Majiwada,Rustomjee Urbania,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
17000000,1500,11334,"Built-up  Area
                    ",in Manpada,,3 BHK ,3 Baths,Ready To Move,2019-05-12
9720000,1080,9000,"Super built-up  Area
                    ",in Mira Road East,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
9500000,1044,9100,"Built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
8400000,1026,8188,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6965000,995,7000,"Super built-up  Area
                    ",in Mira Road,Strawberry ONYX,2 BHK ,"2 Baths, 3 Balconies",Possession in Jul  2019,2019-05-12
15700000,748,20990,"Super built-up  Area
                    ",in Goregaon (East),GSA Grandeur,2 BHK ,"2 Baths, 3 Balconies",Possession in Oct  2019,2019-05-12
23500000,1655,14200,"Super built-up  Area
                    ",in Hiranandani Estate,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
9300000,1050,8858,"Super built-up  Area
                    ",in Mira Road East,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
6000000,950,6316,"Super built-up  Area
                    ",in Owale,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6000000,650,9231,"Built-up  Area
                    ",in Mira Road East,Shree Pancham,1 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
5700000,700,8143,"Super built-up  Area
                    ",in Sector-17 Kamothe,Shiva Kalpataru Arcade,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
13500000,1500,9000,"Built-up  Area
                    ",in Sector-35G Kharghar,Paradise Sai Spring,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
7200000,950,7579,"Super built-up  Area
                    ",in Mira Road East,Shree Pancham,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
12600000,1500,8400,"Super built-up  Area
                    ",in Dahisar (East),Darvesh Horizon,3 BHK ,"3 Baths, 3 Balconies",Possession in Mar  2022,2019-05-12
16500000,860,19187,"Super built-up  Area
                    ",in Kandivali (East),Sheth Vasant Sagar Complex,2 BHK ,2 Baths,Ready To Move,2019-05-12
17500000,750,23334,"Carpet  Area
                    ",in Ghodbunder Road,,3 BHK ,2 Baths,Ready To Move,2019-05-12
6500000,930,6990,"Super built-up  Area
                    ",in Mira Road,NG Canary,2 BHK ,"2 Baths, 3 Balconies",Possession in Dec  2019,2019-05-12
4300000,630,6826,"Super built-up  Area
                    ",in Sector-3 Ulwe,,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
11000000,1170,9402,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13799999,1560,8847,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
9870000,1206,8185,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,2 BHK ,2 Baths,Ready To Move,2019-05-12
9100000,1026,8870,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13400000,1560,8606,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
8000000,950,8422,"Super built-up  Area
                    ",in Mira Road East,Shree Pancham,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
13500000,980,13776,"Super built-up  Area
                    ",in Bhandup (West),,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
9018000,1026,8790,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8300000,1026,8090,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
12000000,1386,8659,"Super built-up  Area
                    ",in Sector 10 Kharghar,Aryan Land Breeze,3 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
9900000,1100,9000,"Super built-up  Area
                    ",in Ghodbunder Road,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
34500000,1475,23390,"Carpet  Area
                    ",in Kandivali (East),,4 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-12
14400000,994.99,14473,"Super built-up  Area
                    ",in Chembur,Poddar Spraha Diamond,2 BHK ,2 Baths,Possession in Jun  2021,2019-05-12
17500000,975,17949,"Super built-up  Area
                    ",in Thakur Village,Kanakia Challengers,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
22500000,1200,18750,"Super built-up  Area
                    ",in Malad (West),,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
19000000,925,20541,"Super built-up  Area
                    ",in Powai,Suncity Complex,2 BHK ,2 Baths,Ready To Move,2019-05-12
16700000,1265,13202,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Lokhandwala Sapphire Heights,3 BHK ,2 Baths,Ready To Move,2019-05-12
14400000,1370,10510,"Built-up  Area
                    ",in Thane West,Nexus Hyde Park Residency Phase 2,3 BHK ,"3 Baths, 2 Balconies",Possession in Apr  2019,2019-05-12
16000000,1500,10667,"Super built-up  Area
                    ",in Thane West,Shapoorji Northern Lights,3 BHK ,"2 Baths, 2 Balconies",Possession in Jun  2023,2019-05-12
9700000,1206,8044,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,2 BHK ,2 Baths,Ready To Move,2019-05-12
16500000,1090,15138,"Built-up  Area
                    ",in Kandivali (East),Raheja Willows,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
7778000,950,8188,"Super built-up  Area
                    ",in Parsik Nagar ,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
5800000,325,17847,"Super built-up  Area
                    ",in I C Colony,Veda CHS, 1 RK ,1 Bath,Ready To Move,2019-05-12
19200000,1150,16696,"Super built-up  Area
                    ",in Bhandup (West),Neptune Horizon Point,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
16000000,915,17487,"Super built-up  Area
                    ",in Powai,Srishti Panch Srishti,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6700000,981,6830,"Super built-up  Area
                    ",in Dombivli (East),Lodha Lakeshore Greens,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
42500000,3123,13609,"Super built-up  Area
                    ",in Goregaon (West),Imperial Heights,4 BHK ,"5 Baths, 3 Balconies",Ready To Move,2019-05-12
20000000,1096,18248,"Super built-up  Area
                    ",in Marol,Kanakia Sevens,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
12900000,650,19847,"Super built-up  Area
                    ",in Marol,Kanakia Sevens,1 BHK ,2 Baths,Ready To Move,2019-05-12
18000000,1655,10877,"Super built-up  Area
                    ",in Manpada,Neelkanth Greens,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
80000000,1850,43244,"Built-up  Area
                    ",in Prabhadevi,Raheja Empress,3 BHK ,3 Baths,Ready To Move,2019-05-12
11900000,865,13757,"Built-up  Area
                    ",in Lokhandwala Kandivali East,Living Essence,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13500000,850,15883,"Super built-up  Area
                    ",in Dahisar (West),,2 BHK ,2 Baths,Ready To Move,2019-05-12
13500000,900,15000,"Super built-up  Area
                    ",in Dahisar (West),,2 BHK ,2 Baths,Ready To Move,2019-05-12
13300000,840,15834,"Super built-up  Area
                    ",in Hiranandani Gardens - Powai,Hiranandani Princeton CHS,1 BHK ,1 Bath,Ready To Move,2019-05-12
13500000,1685,8012,"Super built-up  Area
                    ",in Sector-35D Kharghar,Paradise Sai Pearls,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
17500000,1150,15218,"Built-up  Area
                    ",in Tilak Nagar,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
17500000,1127,15528,"Built-up  Area
                    ",in Vasant Vihar,Kalpataru Siddhachal 8,2 BHK ,2 Baths,Ready To Move,2019-05-12
64500000,1285,50194,"Super built-up  Area
                    ",in Chamundeshwari Nagar,,2 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
16100000,810,19877,"Built-up  Area
                    ",in Chembur,Godrej Serenity,1 BHK ,1 Bath,Ready To Move,2019-05-12
8000000,850,9412,"Super built-up  Area
                    ",in Kasar vadavali,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
7600000,280,27142,"Carpet  Area
                    ",in Malad (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
4000000,660,6060,"Super built-up  Area
                    ",in Sector 17 Ulwe,Sama Homes,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
4700000,670,7014,"Super built-up  Area
                    ",in Sector 17 Ulwe,Platinum Sai Aura,1 BHK ,"1 Bath, 3+ Balconies",Ready To Move,2019-05-12
ne,720,None,"Built-up  Area
                    ",in Sector-34B Kharghar,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
14000000,1650,8485,"Super built-up  Area
                    ",in Ulwe,Bombay Kritika Jewels,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
7500000,1015,7389,"Super built-up  Area
                    ",in Hatkesh Udhog Nagar,Raj Lifestyle,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
11900000,1260,9445,"Super built-up  Area
                    ",in Majiwada,Lodha Luxuria Priva,2 BHK ,2 Baths,Ready To Move,2019-05-12
8500000,880,9660,"Super built-up  Area
                    ",in Kasar vadavali,Rosa Gardenia,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
7200000,1100,6546,"Super built-up  Area
                    ",in Roadpali,Vision Phoenix Heights,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4300000,635,6771,"Built-up  Area
                    ",in Ulwe,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
4900000,610,8032,"Built-up  Area
                    ",in Ulwe,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
24000000,1566,15326,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13000000,1495,8696,"Super built-up  Area
                    ",in Sector-35G Kharghar,Nisarg Hyde Park,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
24500000,1500,16334,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
23800000,1566,15198,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
23700000,1566,15135,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
14000000,1710,8188,"Super built-up  Area
                    ",in Goregaon (East),,3 BHK ,3 Baths,Ready To Move,2019-05-12
8400000,850,9882,"Super built-up  Area
                    ",in Thane West,Shapoorji Northern Lights,1 BHK ,"2 Baths, 2 Balconies",Possession in Dec  2023,2019-05-12
42500000,1810,23480,"Super built-up  Area
                    ",in Andheri (East),,3 BHK ,"3 Baths, 1 Balcony",Possession in Jul  2019,2019-05-12
5600000,515,10874,"Super built-up  Area
                    ",in Mira Road,supreme classic,1 BHK ,2 Baths,Ready To Move,2019-05-12
9051000,700,12930,"Super built-up  Area
                    ",in Kandivali (East),Godrej Tranquil,1 BHK ,1 Bath,Possession in Jun  2022,2019-05-12
7800000,1010,7723,"Super built-up  Area
                    ",in Mira Road East,Vasudev Sky High,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
27500000,1900,14474,"Super built-up  Area
                    ",in Hiranandani Estate,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
23000000,1500,15334,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
5700000,725,7862,"Super built-up  Area
                    ",in Ghodbunder Road,Vijay Vatika,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
13500000,1395,9678,"Super built-up  Area
                    ",in Sector-35G Kharghar,Nisarg Hyde Park,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
3000000,630,4762,"Super built-up  Area
                    ",in Vasai East,,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
16500000,1000,16500,"Super built-up  Area
                    ",in Orlem,,2 BHK ,2 Baths,Ready To Move,2019-05-12
7800000,815,9571,"Super built-up  Area
                    ",in Mira Road,Hubtown Gardenia,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
21000000,1050,20000,"Super built-up  Area
                    ",in Powai,K Raheja Hill Side,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
6500000,705,9220,"Super built-up  Area
                    ",in Sector 35I Kharghar,GHP Sonnet,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
3450000,595,5799,"Super built-up  Area
                    ",in Nilje Gaon,Lodha Casario,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
8680000,1026,8460,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
129900000,2400,54125,"Super built-up  Area
                    ",in Cuffe Parade,,4 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-12
5600000,945,5926,"Super built-up  Area
                    ",in Dombivli (East),Lodha Lakeshore Greens,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
9000000,950,9474,"Super built-up  Area
                    ",in Sector 35I Kharghar,,2 BHK ,"2 Baths, 1 Balcony",Possession in Aug  2019,2019-05-12
16500000,950,17369,"Super built-up  Area
                    ",in Malad (West),Maitree Avalon Paradise,2 BHK ,2 Baths,Ready To Move,2019-05-12
13000000,1525,8525,"Super built-up  Area
                    ",in Kamothe,Triveni Bhoomi Tower,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
9500000,530,17925,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Alica Nagar CHS,1 BHK ,1 Bath,Ready To Move,2019-05-12
8500000,900,9445,"Super built-up  Area
                    ",in Owale,Cosmos Springs Angel,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
7700000,1060,7264,"Built-up  Area
                    ",in Bevarly Park,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
9500000,1350,7037,"Built-up  Area
                    ",in Bevarly Park,,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
9614000,1044,9209,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
6000000,450,13334,"Super built-up  Area
                    ",in Bevarly Park,,1 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
26500000,1760,15057,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
7200000,1020,7059,"Super built-up  Area
                    ",in Bevarly Park,Ostwal Orchid,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
20500000,1209,16957,"Super built-up  Area
                    ",in Kandivali (East),SD Alpine,2 BHK ,2 Baths,Ready To Move,2019-05-12
30700000,1550,19806,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
10900000,1027,10614,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
3200000,650,4924,"Super built-up  Area
                    ",in Virar West,Ekta Brooklyn Park,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
9500000,1100,8636,"Built-up  Area
                    ",in Sector-8 Ulwe,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
